invoice_id,customer_id,invoice_date,plan,billing_cycle,mrr,amount,currency,payment_method,status,country
INV-5568,CUS-0107,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5569,CUS-0109,2026-05-21,Starter,monthly,29.00,29.00,USD,invoice,paid,Romania
INV-5570,CUS-0111,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5571,CUS-0116,2026-05-21,Business,monthly,299.00,299.00,USD,sepa_debit,paid,United States
INV-5572,CUS-0119,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5573,CUS-0122,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,Romania
INV-5574,CUS-0123,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,Romania
INV-5575,CUS-0124,2026-05-21,Starter,monthly,29.00,29.00,USD,card,failed,Canada
INV-5576,CUS-0126,2026-05-21,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5577,CUS-0128,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5578,CUS-0129,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5579,CUS-0132,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5580,CUS-0136,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5581,CUS-0137,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,Germany
INV-5582,CUS-0138,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,United Kingdom
INV-5583,CUS-0139,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5584,CUS-0140,2026-05-21,Pro,monthly,99.00,99.00,USD,sepa_debit,failed,Poland
INV-5585,CUS-0141,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5586,CUS-0143,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5587,CUS-0146,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5588,CUS-0148,2026-05-21,Pro,monthly,99.00,99.00,USD,card,failed,Romania
INV-5589,CUS-0149,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5590,CUS-0150,2026-05-21,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5591,CUS-0154,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5592,CUS-0155,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5593,CUS-0156,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,Germany
INV-5594,CUS-0159,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5595,CUS-0160,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,Spain
INV-5596,CUS-0161,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5597,CUS-0166,2026-05-21,Business,monthly,299.00,299.00,USD,invoice,paid,France
INV-5598,CUS-0168,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5599,CUS-0173,2026-05-21,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Germany
INV-5600,CUS-0174,2026-05-21,Starter,monthly,29.00,29.00,USD,invoice,paid,Spain
INV-5601,CUS-0175,2026-05-21,Pro,monthly,99.00,99.00,USD,invoice,paid,Germany
INV-5602,CUS-0176,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5603,CUS-0178,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Germany
INV-5604,CUS-0179,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5605,CUS-0180,2026-05-21,Pro,monthly,99.00,99.00,USD,card,failed,United States
INV-5606,CUS-0181,2026-05-21,Business,monthly,299.00,299.00,USD,sepa_debit,paid,Canada
INV-5607,CUS-0182,2026-05-21,Pro,monthly,99.00,99.00,USD,card,failed,Germany
INV-5608,CUS-0183,2026-05-21,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5609,CUS-0185,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5610,CUS-0189,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5611,CUS-0194,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5612,CUS-0196,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5613,CUS-0197,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Poland
INV-5614,CUS-0201,2026-05-21,Starter,monthly,29.00,29.00,USD,card,failed,Spain
INV-5615,CUS-0204,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5616,CUS-0205,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,Canada
INV-5617,CUS-0206,2026-05-21,Pro,monthly,99.00,99.00,USD,invoice,paid,Canada
INV-5618,CUS-0208,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5619,CUS-0210,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5620,CUS-0211,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5621,CUS-0213,2026-05-21,Starter,monthly,29.00,29.00,USD,invoice,paid,United States
INV-5622,CUS-0217,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5623,CUS-0219,2026-05-21,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5624,CUS-0220,2026-05-21,Starter,annual,29.00,288.84,USD,card,paid,United Kingdom
INV-5625,CUS-0223,2026-05-21,Pro,monthly,99.00,99.00,USD,card,failed,Canada
INV-5626,CUS-0224,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5627,CUS-0226,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5628,CUS-0227,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5629,CUS-0228,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5630,CUS-0229,2026-05-21,Starter,monthly,29.00,29.00,USD,invoice,paid,Poland
INV-5631,CUS-0231,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5632,CUS-0232,2026-05-21,Pro,monthly,99.00,99.00,USD,card,failed,United States
INV-5633,CUS-0233,2026-05-21,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5634,CUS-0234,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5635,CUS-0237,2026-05-21,Business,monthly,299.00,299.00,USD,card,refunded,United Kingdom
INV-5636,CUS-0239,2026-05-21,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5637,CUS-0002,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5638,CUS-0004,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5639,CUS-0007,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5640,CUS-0010,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5641,CUS-0011,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5642,CUS-0012,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5643,CUS-0013,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5644,CUS-0014,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5645,CUS-0016,2026-06-05,Business,annual,299.00,2978.04,USD,sepa_debit,paid,Germany
INV-5646,CUS-0018,2026-06-05,Pro,monthly,99.00,99.00,USD,invoice,paid,United States
INV-5647,CUS-0020,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Canada
INV-5648,CUS-0024,2026-06-05,Starter,annual,29.00,288.84,USD,sepa_debit,paid,United States
INV-5649,CUS-0025,2026-06-05,Pro,monthly,99.00,99.00,USD,invoice,paid,France
INV-5650,CUS-0026,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5651,CUS-0028,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5652,CUS-0030,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United Kingdom
INV-5653,CUS-0033,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5654,CUS-0035,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5655,CUS-0036,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Romania
INV-5656,CUS-0037,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Romania
INV-5657,CUS-0038,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5658,CUS-0039,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5659,CUS-0041,2026-06-05,Pro,annual,99.00,986.04,USD,card,paid,Poland
INV-5660,CUS-0042,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5661,CUS-0043,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5662,CUS-0047,2026-06-05,Business,monthly,299.00,299.00,USD,invoice,paid,United Kingdom
INV-5663,CUS-0048,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Romania
INV-5664,CUS-0051,2026-06-05,Starter,monthly,29.00,29.00,USD,card,failed,United States
INV-5665,CUS-0054,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5666,CUS-0055,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5667,CUS-0056,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5668,CUS-0057,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5669,CUS-0061,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5670,CUS-0062,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5671,CUS-0063,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5672,CUS-0064,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5673,CUS-0065,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5674,CUS-0067,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5675,CUS-0068,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5676,CUS-0069,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5677,CUS-0071,2026-06-05,Pro,monthly,99.00,99.00,USD,card,failed,United Kingdom
INV-5678,CUS-0072,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5679,CUS-0074,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5680,CUS-0075,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5681,CUS-0076,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Poland
INV-5682,CUS-0079,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5683,CUS-0080,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5684,CUS-0082,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5685,CUS-0083,2026-06-05,Business,monthly,299.00,299.00,USD,sepa_debit,paid,United Kingdom
INV-5686,CUS-0084,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Spain
INV-5687,CUS-0086,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Poland
INV-5688,CUS-0090,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5689,CUS-0091,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5690,CUS-0093,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5691,CUS-0095,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5692,CUS-0097,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5693,CUS-0099,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5694,CUS-0100,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,Poland
INV-5695,CUS-0101,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Poland
INV-5696,CUS-0104,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5697,CUS-0105,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Poland
INV-5698,CUS-0106,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5699,CUS-0107,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5700,CUS-0109,2026-06-05,Starter,monthly,29.00,29.00,USD,invoice,paid,Romania
INV-5701,CUS-0110,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Germany
INV-5702,CUS-0111,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5703,CUS-0114,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,Germany
INV-5704,CUS-0117,2026-06-05,Pro,annual,99.00,986.04,USD,card,paid,Germany
INV-5705,CUS-0118,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5706,CUS-0119,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,failed,United States
INV-5707,CUS-0122,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,Romania
INV-5708,CUS-0123,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Romania
INV-5709,CUS-0124,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Canada
INV-5710,CUS-0126,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5711,CUS-0128,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5712,CUS-0129,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5713,CUS-0132,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5714,CUS-0136,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5715,CUS-0137,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,Germany
INV-5716,CUS-0138,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United Kingdom
INV-5717,CUS-0139,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5718,CUS-0140,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5719,CUS-0141,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5720,CUS-0142,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,Canada
INV-5721,CUS-0143,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5722,CUS-0144,2026-06-05,Pro,annual,99.00,986.04,USD,invoice,failed,France
INV-5723,CUS-0146,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5724,CUS-0148,2026-06-05,Pro,monthly,99.00,99.00,USD,card,failed,Romania
INV-5725,CUS-0149,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5726,CUS-0150,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5727,CUS-0154,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5728,CUS-0155,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5729,CUS-0156,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,Germany
INV-5730,CUS-0159,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5731,CUS-0160,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,Spain
INV-5732,CUS-0161,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5733,CUS-0164,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5734,CUS-0165,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5735,CUS-0166,2026-06-05,Business,monthly,299.00,299.00,USD,invoice,paid,France
INV-5736,CUS-0168,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5737,CUS-0169,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,failed,Romania
INV-5738,CUS-0171,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,failed,Germany
INV-5739,CUS-0173,2026-06-05,Pro,monthly,99.00,99.00,USD,sepa_debit,refunded,Germany
INV-5740,CUS-0174,2026-06-05,Starter,monthly,29.00,29.00,USD,invoice,refunded,Spain
INV-5741,CUS-0175,2026-06-05,Pro,monthly,99.00,99.00,USD,invoice,paid,Germany
INV-5742,CUS-0176,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5743,CUS-0178,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Germany
INV-5744,CUS-0179,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5745,CUS-0180,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5746,CUS-0181,2026-06-05,Business,monthly,299.00,299.00,USD,sepa_debit,paid,Canada
INV-5747,CUS-0182,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5748,CUS-0183,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5749,CUS-0185,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5750,CUS-0189,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5751,CUS-0194,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5752,CUS-0196,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5753,CUS-0197,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Poland
INV-5754,CUS-0200,2026-06-05,Pro,monthly,99.00,99.00,USD,card,refunded,Germany
INV-5755,CUS-0201,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Spain
INV-5756,CUS-0204,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5757,CUS-0205,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,Canada
INV-5758,CUS-0206,2026-06-05,Pro,monthly,99.00,99.00,USD,invoice,paid,Canada
INV-5759,CUS-0208,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5760,CUS-0210,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5761,CUS-0211,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5762,CUS-0213,2026-06-05,Starter,monthly,29.00,29.00,USD,invoice,refunded,United States
INV-5763,CUS-0217,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5764,CUS-0218,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Germany
INV-5765,CUS-0219,2026-06-05,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5766,CUS-0221,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Spain
INV-5767,CUS-0222,2026-06-05,Starter,annual,29.00,288.84,USD,card,paid,United States
INV-5768,CUS-0223,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5769,CUS-0224,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5770,CUS-0226,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United Kingdom
INV-5771,CUS-0227,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Spain
INV-5772,CUS-0228,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5773,CUS-0229,2026-06-05,Starter,monthly,29.00,29.00,USD,invoice,paid,Poland
INV-5774,CUS-0231,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5775,CUS-0232,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5776,CUS-0233,2026-06-05,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Canada
INV-5777,CUS-0234,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5778,CUS-0237,2026-06-05,Business,monthly,299.00,299.00,USD,card,paid,United Kingdom
INV-5779,CUS-0239,2026-06-05,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5780,CUS-0002,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5781,CUS-0004,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5782,CUS-0007,2026-07-22,Pro,monthly,99.00,99.00,USD,card,failed,Spain
INV-5783,CUS-0010,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5784,CUS-0011,2026-07-22,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5785,CUS-0012,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5786,CUS-0013,2026-07-22,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5787,CUS-0014,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5788,CUS-0017,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5789,CUS-0018,2026-07-22,Pro,monthly,99.00,99.00,USD,invoice,paid,United States
INV-5790,CUS-0019,2026-07-22,Starter,monthly,29.00,29.00,USD,invoice,paid,Germany
INV-5791,CUS-0020,2026-07-22,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Canada
INV-5792,CUS-0025,2026-07-22,Pro,monthly,99.00,99.00,USD,invoice,paid,France
INV-5793,CUS-0026,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5794,CUS-0028,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5795,CUS-0030,2026-07-22,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United Kingdom
INV-5796,CUS-0031,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5797,CUS-0033,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5798,CUS-0035,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5799,CUS-0036,2026-07-22,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Romania
INV-5800,CUS-0037,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,Romania
INV-5801,CUS-0038,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5802,CUS-0039,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5803,CUS-0042,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5804,CUS-0043,2026-07-22,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5805,CUS-0044,2026-07-22,Starter,monthly,29.00,29.00,USD,card,failed,Germany
INV-5806,CUS-0045,2026-07-22,Business,annual,299.00,2978.04,USD,sepa_debit,paid,Romania
INV-5807,CUS-0047,2026-07-22,Business,monthly,299.00,299.00,USD,invoice,paid,United Kingdom
INV-5808,CUS-0048,2026-07-22,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Romania
INV-5809,CUS-0050,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,Canada
INV-5810,CUS-0051,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5811,CUS-0054,2026-07-22,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,Poland
INV-5812,CUS-0055,2026-07-22,Starter,monthly,29.00,29.00,USD,card,failed,Poland
INV-5813,CUS-0056,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5814,CUS-0057,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United Kingdom
INV-5815,CUS-0058,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,Spain
INV-5816,CUS-0059,2026-07-22,Starter,monthly,29.00,29.00,USD,invoice,failed,Canada
INV-5817,CUS-0060,2026-07-22,Pro,monthly,99.00,99.00,USD,invoice,paid,United States
INV-5818,CUS-0061,2026-07-22,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,United States
INV-5819,CUS-0062,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5820,CUS-0063,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5821,CUS-0064,2026-07-22,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5822,CUS-0065,2026-07-22,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5823,CUS-0066,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,Spain
INV-5824,CUS-0067,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,Poland
INV-5825,CUS-0068,2026-07-22,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5826,CUS-0069,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,France
INV-5827,CUS-0071,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United Kingdom
INV-5828,CUS-0072,2026-07-22,Pro,monthly,99.00,99.00,USD,sepa_debit,paid,United States
INV-5829,CUS-0074,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5830,CUS-0075,2026-07-22,Business,monthly,299.00,299.00,USD,card,paid,United States
INV-5831,CUS-0076,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,Poland
INV-5832,CUS-0079,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,Romania
INV-5833,CUS-0080,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5834,CUS-0082,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5835,CUS-0083,2026-07-22,Business,monthly,299.00,299.00,USD,sepa_debit,paid,United Kingdom
INV-5836,CUS-0084,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,Spain
INV-5837,CUS-0086,2026-07-22,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Poland
INV-5838,CUS-0090,2026-07-22,Starter,monthly,29.00,29.00,USD,sepa_debit,failed,Spain
INV-5839,CUS-0091,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,United States
INV-5840,CUS-0093,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5841,CUS-0095,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5842,CUS-0097,2026-07-22,Pro,monthly,99.00,99.00,USD,card,failed,France
INV-5843,CUS-0099,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5844,CUS-0100,2026-07-22,Business,monthly,299.00,299.00,USD,card,paid,Poland
INV-5845,CUS-0101,2026-07-22,Starter,monthly,29.00,29.00,USD,sepa_debit,paid,Poland
INV-5846,CUS-0103,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,France
INV-5847,CUS-0104,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,Germany
INV-5848,CUS-0105,2026-07-22,Pro,monthly,99.00,99.00,USD,card,paid,Poland
INV-5849,CUS-0106,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5850,CUS-0107,2026-07-22,Starter,monthly,29.00,29.00,USD,card,paid,United States
INV-5851,CUS-0109,2026-07-22,Starter,monthly,29.00,29.00,USD,invoice,paid,Romania
